id,signal_ratio,distinct_1_ratio,distinct_2_ratio,distinct_3_ratio,distinct_4_ratio,top_k_mass_ratio,windowed_jaccard,longest_repeat_ratio,llm_judge_score
gsm8k-train-test-10-0,0.2303370786516854,0.4044943820224719,0.6892655367231638,0.8068181818181818,0.8685714285714285,0.20903954802259886,0.056179775280898875,0.06741573033707865,0.07470703125
gsm8k-train-test-11-0,0.26851851851851855,0.3055555555555556,0.5441860465116279,0.7383177570093458,0.8732394366197183,0.25116279069767444,0.20307692307692307,0.037037037037037035,0.10400390625
gsm8k-train-test-12-0,0.2835820895522388,0.40298507462686567,0.6240601503759399,0.7878787878787878,0.8931297709923665,0.3233082706766917,0.125,0.05970149253731343,0.08447265625
gsm8k-train-test-13-0,0.25443786982248523,0.34911242603550297,0.6428571428571429,0.8263473053892215,0.9036144578313253,0.23214285714285715,0.23170731707317074,0.07100591715976332,0.08349609375
gsm8k-train-test-14-0,0.3181818181818182,0.24380165289256198,0.5186721991701245,0.6875,0.7949790794979079,0.26141078838174275,0.20766169154228856,0.049586776859504134,0.1630859375
gsm8k-train-test-15-0,0.3125,0.185546875,0.3933463796477495,0.5392156862745098,0.656188605108055,0.3111545988258317,0.3075595508686492,0.0234375,0.59375
gsm8k-train-test-16-0,0.34705882352941175,0.38823529411764707,0.6863905325443787,0.8809523809523809,0.9640718562874252,0.28994082840236685,0.14285714285714285,0.029411764705882353,0.0771484375
gsm8k-train-test-17-0,0.3282828282828283,0.3282828282828283,0.5736040609137056,0.7755102040816326,0.8923076923076924,0.29949238578680204,0.20426829268292684,0.045454545454545456,0.146484375
gsm8k-train-test-18-0,0.16901408450704225,0.2140845070422535,0.3983050847457627,0.5750708215297451,0.6960227272727273,0.22033898305084745,0.27583860374883623,0.05352112676056338,0.447265625
gsm8k-train-test-19-0,0.3696682464454976,0.27014218009478674,0.4380952380952381,0.5933014354066986,0.7115384615384616,0.3476190476190476,0.4083948591741865,0.0947867298578199,0.1591796875
gsm8k-train-test-20-0,0.273972602739726,0.3424657534246575,0.5724137931034483,0.7916666666666666,0.9020979020979021,0.30344827586206896,0.3088235294117647,0.0410958904109589,0.07373046875
gsm8k-train-test-21-0,0.2689655172413793,0.30344827586206896,0.5486111111111112,0.7552447552447552,0.852112676056338,0.2847222222222222,0.19718309859154928,0.04827586206896552,0.166015625
gsm8k-train-test-22-0,0.11372549019607843,0.3333333333333333,0.5866141732283464,0.758893280632411,0.8571428571428571,0.28346456692913385,0.1787765293383271,0.03137254901960784,0.267578125
gsm8k-train-test-23-0,0.3181818181818182,0.2897727272727273,0.5828571428571429,0.7873563218390804,0.9017341040462428,0.28,0.2753623188405797,0.03977272727272727,0.10400390625
gsm8k-train-test-24-0,0.3010752688172043,0.5698924731182796,0.8369565217391305,0.9560439560439561,1.0,0.22826086956521738,0.0,0.03225806451612903,0.0279541015625
gsm8k-train-test-25-0,0.39344262295081966,0.3360655737704918,0.5619834710743802,0.7666666666666667,0.8823529411764706,0.3305785123966942,0.0,0.05737704918032787,0.09619140625
gsm8k-train-test-26-0,0.42962962962962964,0.34074074074074073,0.5447761194029851,0.6917293233082706,0.803030303030303,0.43283582089552236,0.208955223880597,0.05185185185185185,0.0771484375
gsm8k-train-test-27-0,0.4484536082474227,0.32989690721649484,0.538860103626943,0.703125,0.837696335078534,0.32642487046632124,0.20381856949021127,0.03608247422680412,0.09033203125
gsm8k-train-test-28-0,0.17117117117117117,0.38738738738738737,0.5727272727272728,0.7064220183486238,0.8240740740740741,0.4090909090909091,0.0,0.05405405405405406,0.07470703125
gsm8k-train-test-29-0,0.375968992248062,0.25193798449612403,0.47470817120622566,0.65234375,0.7490196078431373,0.28793774319066145,0.2099464983090953,0.05426356589147287,0.2099609375
gsm8k-train-test-30-0,0.35909090909090907,0.2636363636363636,0.4977168949771689,0.6559633027522935,0.7465437788018433,0.3059360730593607,0.25,0.06818181818181818,0.154296875
gsm8k-train-test-31-0,0.3875968992248062,0.3643410852713178,0.6015625,0.7952755905511811,0.9206349206349206,0.3046875,0.19736842105263158,0.03875968992248062,0.1005859375
gsm8k-train-test-32-0,0.3227848101265823,0.37341772151898733,0.6305732484076433,0.8012820512820513,0.8774193548387097,0.2611464968152866,0.13924050632911392,0.04430379746835443,0.10888671875
gsm8k-train-test-33-0,0.3333333333333333,0.425,0.680672268907563,0.8305084745762712,0.8888888888888888,0.3445378151260504,0.0,0.10833333333333334,0.052978515625
gsm8k-train-test-34-0,0.35537190082644626,0.371900826446281,0.6333333333333333,0.7983193277310925,0.8983050847457628,0.325,0.0,0.049586776859504134,0.09423828125
gsm8k-train-test-35-0,0.36893203883495146,0.3883495145631068,0.6470588235294118,0.7920792079207921,0.87,0.38235294117647056,0.0,0.07766990291262135,0.0419921875
gsm8k-train-test-36-0,0.4225352112676056,0.3591549295774648,0.6382978723404256,0.8142857142857143,0.8992805755395683,0.28368794326241137,0.12195121951219512,0.04225352112676056,0.06494140625
gsm8k-train-test-37-0,0.3110367892976589,0.23076923076923078,0.47651006711409394,0.7272727272727273,0.875,0.23825503355704697,0.30434831254503386,0.026755852842809364,0.306640625
gsm8k-train-test-38-0,0.2669902912621359,0.3446601941747573,0.6634146341463415,0.8529411764705882,0.9310344827586207,0.2048780487804878,0.17667887667887666,0.038834951456310676,0.10400390625
gsm8k-train-test-39-0,0.36036036036036034,0.38738738738738737,0.6181818181818182,0.8165137614678899,0.9629629629629629,0.2636363636363636,0.0,0.036036036036036036,0.06201171875
gsm8k-train-test-40-0,0.4157303370786517,0.29213483146067415,0.5536723163841808,0.7556818181818182,0.8914285714285715,0.3502824858757062,0.1917808219178082,0.06179775280898876,0.10546875
gsm8k-train-test-41-0,0.4,0.3888888888888889,0.6629213483146067,0.8636363636363636,0.9540229885057471,0.3707865168539326,0.0,0.05555555555555555,0.039306640625
gsm8k-train-test-42-0,0.36160714285714285,0.23660714285714285,0.484304932735426,0.6981981981981982,0.8597285067873304,0.2914798206278027,0.31593824744509674,0.044642857142857144,0.2734375
gsm8k-train-test-43-0,0.391304347826087,0.3188405797101449,0.5547445255474452,0.7794117647058824,0.9037037037037037,0.3357664233576642,0.24242424242424243,0.036231884057971016,0.125
gsm8k-train-test-44-0,0.37327188940092165,0.2534562211981567,0.4444444444444444,0.6372093023255814,0.7757009345794392,0.3194444444444444,0.3272495755517827,0.04608294930875576,0.21484375
gsm8k-train-test-45-0,0.26373626373626374,0.3131868131868132,0.6077348066298343,0.8388888888888889,0.9553072625698324,0.2154696132596685,0.14285714285714285,0.03296703296703297,0.1328125
gsm8k-train-test-46-0,0.3058823529411765,0.3764705882352941,0.5857988165680473,0.7678571428571429,0.9041916167664671,0.3254437869822485,0.17105263157894737,0.03529411764705882,0.08447265625
gsm8k-train-test-47-0,0.3394495412844037,0.2706422018348624,0.4930875576036866,0.6481481481481481,0.7581395348837209,0.29493087557603687,0.3,0.04128440366972477,0.2080078125
gsm8k-train-test-48-0,0.26573426573426573,0.3986013986013986,0.6830985915492958,0.851063829787234,0.9428571428571428,0.2746478873239437,0.1411764705882353,0.03496503496503497,0.0859375
gsm8k-train-test-49-0,0.2905982905982906,0.36752136752136755,0.6293103448275862,0.7913043478260869,0.9035087719298246,0.3103448275862069,0.0,0.08547008547008547,0.06298828125
gsm8k-train-test-50-0,0.27388535031847133,0.36942675159235666,0.6730769230769231,0.8516129032258064,0.9545454545454546,0.2692307692307692,0.10714285714285714,0.03184713375796178,0.041259765625
gsm8k-train-test-51-0,0.41578947368421054,0.28421052631578947,0.544973544973545,0.723404255319149,0.8556149732620321,0.30158730158730157,0.3013698630136986,0.042105263157894736,0.2353515625
gsm8k-train-test-52-0,0.2328767123287671,0.3105022831050228,0.5871559633027523,0.7788018433179723,0.875,0.2706422018348624,0.22297955209347614,0.0502283105022831,0.140625
gsm8k-train-test-53-0,0.2229299363057325,0.3248407643312102,0.5576923076923077,0.7677419354838709,0.8831168831168831,0.3333333333333333,0.3384615384615385,0.03821656050955414,0.10400390625
gsm8k-train-test-54-0,0.34459459459459457,0.35135135135135137,0.6326530612244898,0.8287671232876712,0.9379310344827586,0.2789115646258503,0.175,0.033783783783783786,0.04833984375
gsm8k-train-test-55-0,0.3893129770992366,0.3816793893129771,0.6538461538461539,0.8217054263565892,0.921875,0.3076923076923077,0.12048192771084337,0.05343511450381679,0.1005859375
gsm8k-train-test-56-0,0.2727272727272727,0.2818181818181818,0.5525114155251142,0.7844036697247706,0.880184331797235,0.2602739726027397,0.2134703196347032,0.02727272727272727,0.22265625
gsm8k-train-test-57-0,0.29878048780487804,0.36585365853658536,0.6073619631901841,0.7777777777777778,0.8695652173913043,0.26380368098159507,0.26666666666666666,0.08536585365853659,0.158203125
gsm8k-train-test-58-0,0.3257328990228013,0.19543973941368079,0.369281045751634,0.5409836065573771,0.6776315789473685,0.31699346405228757,0.31170999058323,0.03908794788273615,0.310546875
gsm8k-train-test-59-0,0.35294117647058826,0.4264705882352941,0.6518518518518519,0.7985074626865671,0.9172932330827067,0.3037037037037037,0.15853658536585366,0.04411764705882353,0.091796875
gsm8k-train-test-60-0,0.22093023255813954,0.3488372093023256,0.5906432748538012,0.7235294117647059,0.8106508875739645,0.24561403508771928,0.2,0.046511627906976744,0.0703125
gsm8k-train-test-61-0,0.38622754491017963,0.2125748502994012,0.4264264264264264,0.5843373493975904,0.7099697885196374,0.32732732732732733,0.2709735481315706,0.041916167664670656,0.32421875
gsm8k-train-test-62-0,0.3524590163934426,0.3360655737704918,0.6198347107438017,0.8583333333333333,0.9495798319327731,0.32231404958677684,0.0,0.03278688524590164,0.09423828125
gsm8k-train-test-64-0,0.37209302325581395,0.2744186046511628,0.5467289719626168,0.755868544600939,0.8915094339622641,0.2803738317757009,0.21636002886002886,0.037209302325581395,0.1591796875
gsm8k-train-test-65-0,0.32231404958677684,0.4462809917355372,0.7,0.865546218487395,0.9491525423728814,0.25,0.0,0.049586776859504134,0.05810546875
gsm8k-train-test-66-0,0.4308510638297872,0.32978723404255317,0.5561497326203209,0.7473118279569892,0.8864864864864865,0.33689839572192515,0.1625,0.03723404255319149,0.12109375
gsm8k-train-test-67-0,0.3201581027667984,0.21739130434782608,0.47619047619047616,0.6812749003984063,0.784,0.24603174603174602,0.3634377967711301,0.07905138339920949,0.15625
gsm8k-train-test-68-0,0.37341772151898733,0.2563291139240506,0.5555555555555556,0.7579617834394905,0.8881789137380192,0.2507936507936508,0.13945426501104122,0.022151898734177215,0.232421875
gsm8k-train-test-69-0,0.25217391304347825,0.3130434782608696,0.5350877192982456,0.7433628318584071,0.8660714285714286,0.39473684210526316,0.0,0.06956521739130435,0.091796875
gsm8k-train-test-70-0,0.31932773109243695,0.3865546218487395,0.6779661016949152,0.8632478632478633,0.9482758620689655,0.2542372881355932,0.0,0.04201680672268908,0.06396484375
gsm8k-train-test-71-0,0.28205128205128205,0.47863247863247865,0.7327586206896551,0.8782608695652174,0.956140350877193,0.22413793103448276,0.0,0.03418803418803419,0.043212890625
gsm8k-train-test-72-0,0.27672955974842767,0.4025157232704403,0.7025316455696202,0.8598726114649682,0.9230769230769231,0.20253164556962025,0.07692307692307693,0.06918238993710692,0.07958984375
gsm8k-train-test-73-0,0.21705426356589147,0.4728682170542636,0.7578125,0.952755905511811,1.0,0.2421875,0.14736842105263157,0.023255813953488372,0.0546875
gsm8k-train-test-74-0,0.3424657534246575,0.3287671232876712,0.6100917431192661,0.7788018433179723,0.8611111111111112,0.25688073394495414,0.19491927825261157,0.045662100456621,0.1357421875
gsm8k-train-test-75-0,0.26666666666666666,0.2205128205128205,0.5103092783505154,0.7150259067357513,0.8072916666666666,0.28865979381443296,0.28214285714285714,0.06153846153846154,0.15625
gsm8k-train-test-76-0,0.3669064748201439,0.35251798561151076,0.6159420289855072,0.781021897810219,0.9117647058823529,0.3115942028985507,0.1282051282051282,0.03597122302158273,0.09619140625
gsm8k-train-test-77-0,0.23636363636363636,0.5,0.7339449541284404,0.8518518518518519,0.9252336448598131,0.23853211009174313,0.0,0.05454545454545454,0.05908203125
gsm8k-train-test-78-0,0.2896551724137931,0.3586206896551724,0.6180555555555556,0.8041958041958042,0.9295774647887324,0.3333333333333333,0.17567567567567569,0.05517241379310345,0.07470703125
gsm8k-train-test-79-0,0.2833333333333333,0.35833333333333334,0.6050420168067226,0.7796610169491526,0.8803418803418803,0.3445378151260504,0.0,0.058333333333333334,0.0859375
gsm8k-train-test-80-0,0.26146788990825687,0.2889908256880734,0.5483870967741935,0.7175925925925926,0.8186046511627907,0.23963133640552994,0.29467609828741625,0.04128440366972477,0.125
gsm8k-train-test-81-0,0.3520408163265306,0.3163265306122449,0.6153846153846154,0.7938144329896907,0.8808290155440415,0.30256410256410254,0.14319923371647508,0.04081632653061224,0.10546875
gsm8k-train-test-82-0,0.31451612903225806,0.3790322580645161,0.6585365853658537,0.8278688524590164,0.9173553719008265,0.2926829268292683,0.0,0.056451612903225805,0.08203125
gsm8k-train-test-83-0,0.29545454545454547,0.2590909090909091,0.5205479452054794,0.7155963302752294,0.8571428571428571,0.2694063926940639,0.2968487394957983,0.045454545454545456,0.13671875
gsm8k-train-test-84-0,0.2619047619047619,0.36507936507936506,0.632,0.7983870967741935,0.8861788617886179,0.36,0.0,0.047619047619047616,0.06298828125
gsm8k-train-test-85-0,0.2087912087912088,0.23809523809523808,0.47058823529411764,0.6199261992619927,0.7148148148148148,0.27941176470588236,0.32314814814814813,0.047619047619047616,0.279296875
gsm8k-train-test-86-0,0.29591836734693877,0.45918367346938777,0.7628865979381443,0.9166666666666666,0.9789473684210527,0.27835051546391754,0.0,0.04081632653061224,0.0322265625
gsm8k-train-test-87-0,0.3333333333333333,0.3888888888888889,0.6433566433566433,0.7816901408450704,0.8794326241134752,0.32167832167832167,0.16049382716049382,0.04861111111111111,0.07470703125
gsm8k-train-test-88-0,0.23478260869565218,0.391304347826087,0.6140350877192983,0.7787610619469026,0.8928571428571429,0.34210526315789475,0.0,0.043478260869565216,0.05126953125
gsm8k-train-test-89-0,0.30337078651685395,0.3146067415730337,0.5310734463276836,0.6875,0.8171428571428572,0.3559322033898305,0.17567567567567569,0.05056179775280899,0.10888671875
gsm8k-train-test-90-0,0.3370165745856354,0.3756906077348066,0.6388888888888888,0.7877094972067039,0.9101123595505618,0.25,0.11494252873563218,0.03314917127071823,0.126953125
gsm8k-train-test-91-0,0.328125,0.3125,0.6020942408376964,0.7842105263157895,0.8994708994708994,0.2670157068062827,0.1246286968875113,0.041666666666666664,0.1103515625
gsm8k-train-test-92-0,0.35911602209944754,0.32044198895027626,0.5833333333333334,0.7094972067039106,0.8202247191011236,0.23333333333333334,0.30985915492957744,0.04419889502762431,0.138671875
gsm8k-train-test-93-0,0.40540540540540543,0.23423423423423423,0.43891402714932126,0.5954545454545455,0.684931506849315,0.3891402714932127,0.2450284090909091,0.04954954954954955,0.228515625
gsm8k-train-test-94-0,0.3237410071942446,0.31654676258992803,0.5362318840579711,0.6934306569343066,0.7941176470588235,0.36231884057971014,0.3384615384615385,0.07913669064748201,0.0888671875
gsm8k-train-test-95-0,0.30638297872340425,0.22127659574468084,0.5,0.721030042918455,0.853448275862069,0.2905982905982906,0.2869047619047619,0.029787234042553193,0.203125
gsm8k-train-test-96-0,0.3114754098360656,0.4344262295081967,0.6942148760330579,0.8583333333333333,0.9411764705882353,0.2809917355371901,0.0,0.04918032786885246,0.08349609375
gsm8k-train-test-97-0,0.2792207792207792,0.4155844155844156,0.7124183006535948,0.9144736842105263,0.9801324503311258,0.24183006535947713,0.1511627906976744,0.032467532467532464,0.049072265625
gsm8k-train-test-98-0,0.22535211267605634,0.27816901408450706,0.5159010600706714,0.7092198581560284,0.8398576512455516,0.254416961130742,0.24980086235259488,0.02464788732394366,0.2490234375
gsm8k-train-test-99-0,0.3422459893048128,0.32085561497326204,0.5860215053763441,0.7567567567567568,0.842391304347826,0.2849462365591398,0.3424657534246575,0.0481283422459893,0.1123046875
gsm8k-train-test-100-0,0.31137724550898205,0.32335329341317365,0.5903614457831325,0.7757575757575758,0.8719512195121951,0.2469879518072289,0.22077922077922077,0.04790419161676647,0.09765625
gsm8k-train-test-101-0,0.19230769230769232,0.49038461538461536,0.7572815533980582,0.9019607843137255,0.9702970297029703,0.2621359223300971,0.0,0.04807692307692308,0.0262451171875
gsm8k-train-test-102-0,0.24561403508771928,0.3684210526315789,0.6283185840707964,0.8125,0.918918918918919,0.3274336283185841,0.0,0.05263157894736842,0.04833984375
gsm8k-train-test-103-0,0.3497536945812808,0.3399014778325123,0.6287128712871287,0.8258706467661692,0.95,0.23267326732673269,0.13955375253549696,0.024630541871921183,0.10546875
gsm8k-train-test-104-0,0.2542372881355932,0.3305084745762712,0.5470085470085471,0.75,0.8695652173913043,0.3504273504273504,0.0,0.05084745762711865,0.0859375
gsm8k-train-test-105-0,0.3425925925925926,0.37037037037037035,0.5794392523364486,0.7641509433962265,0.8761904761904762,0.37383177570093457,0.0,0.06481481481481481,0.06298828125
gsm8k-train-test-106-0,0.2876712328767123,0.2876712328767123,0.503448275862069,0.7083333333333334,0.8251748251748252,0.33793103448275863,0.4166666666666667,0.04794520547945205,0.1123046875
gsm8k-train-test-109-0,0.35135135135135137,0.40540540540540543,0.6636363636363637,0.8256880733944955,0.9351851851851852,0.32727272727272727,0.0,0.05405405405405406,0.04052734375
gsm8k-train-test-110-0,0.2978723404255319,0.2872340425531915,0.5454545454545454,0.7365591397849462,0.8432432432432433,0.2620320855614973,0.25,0.06382978723404255,0.125
gsm8k-train-test-111-0,0.29906542056074764,0.4672897196261682,0.8018867924528302,0.9333333333333333,0.9519230769230769,0.2169811320754717,0.0,0.07476635514018691,0.0283203125
gsm8k-train-test-112-0,0.39037433155080214,0.26737967914438504,0.46774193548387094,0.654054054054054,0.782608695652174,0.3225806451612903,0.16176470588235295,0.0374331550802139,0.1474609375
gsm8k-train-test-113-0,0.2512820512820513,0.3230769230769231,0.5463917525773195,0.7564766839378239,0.8854166666666666,0.32989690721649484,0.20282051282051283,0.035897435897435895,0.158203125
gsm8k-train-test-114-0,0.25892857142857145,0.41964285714285715,0.7027027027027027,0.8636363636363636,0.944954128440367,0.2702702702702703,0.0,0.044642857142857144,0.0419921875
gsm8k-train-test-115-0,0.3524590163934426,0.27049180327868855,0.49382716049382713,0.6487603305785123,0.7593360995850622,0.24691358024691357,0.20369634340222575,0.06967213114754098,0.26171875
gsm8k-train-test-116-0,0.21818181818181817,0.30303030303030304,0.5805471124620061,0.8079268292682927,0.926605504587156,0.22188449848024316,0.16706790613909633,0.01818181818181818,0.29296875
gsm8k-train-test-117-0,0.366120218579235,0.28415300546448086,0.5164835164835165,0.7071823204419889,0.8333333333333334,0.35714285714285715,0.12307692307692308,0.03825136612021858,0.08740234375
gsm8k-train-test-119-0,0.22695035460992907,0.3191489361702128,0.5,0.6834532374100719,0.8260869565217391,0.35714285714285715,0.36666666666666664,0.04964539007092199,0.09423828125
gsm8k-train-test-120-0,0.3024390243902439,0.3121951219512195,0.6029411764705882,0.8078817733990148,0.8861386138613861,0.24509803921568626,0.15435861091424521,0.03902439024390244,0.1865234375
gsm8k-train-test-121-0,0.397196261682243,0.26635514018691586,0.48826291079812206,0.6698113207547169,0.7772511848341233,0.40375586854460094,0.22806067172264355,0.04672897196261682,0.11767578125
gsm8k-train-test-122-0,0.3203125,0.3828125,0.6535433070866141,0.8253968253968254,0.928,0.2677165354330709,0.0963855421686747,0.0546875,0.0810546875
gsm8k-train-test-123-0,0.30434782608695654,0.28804347826086957,0.5737704918032787,0.7472527472527473,0.8397790055248618,0.3333333333333333,0.2702702702702703,0.06521739130434782,0.10888671875
gsm8k-train-test-124-0,0.25213675213675213,0.2777777777777778,0.5450643776824035,0.75,0.8441558441558441,0.2145922746781116,0.1410488245931284,0.05128205128205128,0.21484375
gsm8k-train-test-125-0,0.3023255813953488,0.3798449612403101,0.625,0.8188976377952756,0.9047619047619048,0.34375,0.19230769230769232,0.06201550387596899,0.10546875
gsm8k-train-test-126-0,0.28378378378378377,0.4864864864864865,0.7123287671232876,0.8472222222222222,0.9295774647887324,0.3835616438356164,0.0,0.0945945945945946,0.0537109375
gsm8k-train-test-127-0,0.27225130890052357,0.3036649214659686,0.531578947368421,0.746031746031746,0.851063829787234,0.3,0.3064516129032258,0.04712041884816754,0.1669921875
gsm8k-train-test-128-0,0.23308270676691728,0.47368421052631576,0.7651515151515151,0.9007633587786259,0.9692307692307692,0.23484848484848486,0.12371134020618557,0.03759398496240601,0.057373046875
gsm8k-train-test-129-0,0.2391304347826087,0.32298136645962733,0.6137071651090342,0.79375,0.8996865203761756,0.19003115264797507,0.11565230961298376,0.018633540372670808,0.275390625
gsm8k-train-test-130-0,0.2978723404255319,0.3120567375886525,0.5285714285714286,0.6834532374100719,0.8115942028985508,0.4,0.22727272727272727,0.06382978723404255,0.1103515625
gsm8k-train-test-131-0,0.32954545454545453,0.26136363636363635,0.44,0.6149425287356322,0.7630057803468208,0.38285714285714284,0.40350877192982454,0.045454545454545456,0.09619140625
gsm8k-train-test-132-0,0.32323232323232326,0.41414141414141414,0.6530612244897959,0.7938144329896907,0.8958333333333334,0.30612244897959184,0.0,0.08080808080808081,0.050537109375
gsm8k-train-test-133-0,0.3583815028901734,0.2832369942196532,0.5581395348837209,0.7777777777777778,0.9,0.29069767441860467,0.25675675675675674,0.04046242774566474,0.15625
gsm8k-train-test-134-0,0.3940520446096654,0.22304832713754646,0.458955223880597,0.6254681647940075,0.7368421052631579,0.27238805970149255,0.3091661168349997,0.07434944237918216,0.2197265625
gsm8k-train-test-135-0,0.3854748603351955,0.3743016759776536,0.5898876404494382,0.7288135593220338,0.8409090909090909,0.30337078651685395,0.20833333333333334,0.0335195530726257,0.146484375
gsm8k-train-test-136-0,0.22178988326848248,0.3035019455252918,0.5859375,0.807843137254902,0.9330708661417323,0.234375,0.13662730345383126,0.0311284046692607,0.1357421875
gsm8k-train-test-137-0,0.232,0.448,0.717741935483871,0.8861788617886179,0.9672131147540983,0.2661290322580645,0.0,0.04,0.047607421875
gsm8k-train-test-138-0,0.22435897435897437,0.28846153846153844,0.5741935483870968,0.7727272727272727,0.8888888888888888,0.3032258064516129,0.2465753424657534,0.05128205128205128,0.0927734375
gsm8k-train-test-139-0,0.2248062015503876,0.34108527131782945,0.5703125,0.7559055118110236,0.8412698412698413,0.359375,0.1527777777777778,0.06976744186046512,0.0771484375
gsm8k-train-test-140-0,0.42718446601941745,0.24757281553398058,0.45365853658536587,0.696078431372549,0.8374384236453202,0.2731707317073171,0.3029661016949152,0.03398058252427184,0.140625
gsm8k-train-test-141-0,0.2484076433121019,0.39490445859872614,0.6474358974358975,0.8258064516129032,0.9090909090909091,0.23717948717948717,0.19047619047619047,0.044585987261146494,0.08349609375
gsm8k-train-test-142-0,0.30337078651685395,0.3202247191011236,0.519774011299435,0.7045454545454546,0.84,0.3220338983050847,0.23529411764705882,0.03932584269662921,0.142578125
gsm8k-train-test-143-0,0.3275862068965517,0.3218390804597701,0.5780346820809249,0.7616279069767442,0.8771929824561403,0.2774566473988439,0.24,0.04597701149425287,0.10693359375
gsm8k-train-test-144-0,0.2717391304347826,0.27717391304347827,0.5191256830601093,0.7032967032967034,0.8342541436464088,0.2896174863387978,0.31746031746031744,0.05434782608695652,0.1591796875
gsm8k-train-test-145-0,0.2752808988764045,0.3258426966292135,0.5254237288135594,0.6988636363636364,0.84,0.3333333333333333,0.3387096774193548,0.06179775280898876,0.10546875
gsm8k-train-test-146-0,0.34806629834254144,0.30386740331491713,0.5444444444444444,0.7486033519553073,0.8876404494382022,0.29444444444444445,0.22857142857142856,0.049723756906077346,0.1328125
gsm8k-train-test-147-0,0.18791946308724833,0.40268456375838924,0.6621621621621622,0.8435374149659864,0.910958904109589,0.24324324324324326,0.2375,0.053691275167785234,0.181640625
gsm8k-train-test-148-0,0.3577981651376147,0.3944954128440367,0.6851851851851852,0.9065420560747663,0.9716981132075472,0.3148148148148148,0.0,0.03669724770642202,0.050537109375
gsm8k-train-test-149-0,0.263681592039801,0.3283582089552239,0.565,0.7286432160804021,0.8383838383838383,0.25,0.1826787670161164,0.04477611940298507,0.267578125
gsm8k-train-test-150-0,0.26704545454545453,0.375,0.68,0.8448275862068966,0.930635838150289,0.2342857142857143,0.1927710843373494,0.03977272727272727,0.154296875
gsm8k-train-test-151-0,0.3067484662576687,0.3067484662576687,0.5246913580246914,0.7267080745341615,0.83125,0.3333333333333333,0.25,0.049079754601226995,0.1357421875
gsm8k-train-test-152-0,0.3238095238095238,0.4,0.7211538461538461,0.8932038834951457,0.9607843137254902,0.2692307692307692,0.0,0.06666666666666667,0.0703125
gsm8k-train-test-153-0,0.4881889763779528,0.30708661417322836,0.6111111111111112,0.816,0.9516129032258065,0.2857142857142857,0.0,0.03937007874015748,0.07373046875
gsm8k-train-test-154-0,0.30660377358490565,0.330188679245283,0.5876777251184834,0.7571428571428571,0.8660287081339713,0.2938388625592417,0.13087855297157622,0.04245283018867924,0.130859375
gsm8k-train-test-155-0,0.23417721518987342,0.3291139240506329,0.5605095541401274,0.75,0.8516129032258064,0.31210191082802546,0.2608695652173913,0.056962025316455694,0.091796875
gsm8k-train-test-156-0,0.2896551724137931,0.36551724137931035,0.6944444444444444,0.8601398601398601,0.9295774647887324,0.2916666666666667,0.19767441860465115,0.05517241379310345,0.07470703125
gsm8k-train-test-157-0,0.32620320855614976,0.3315508021390374,0.6021505376344086,0.7945945945945946,0.9239130434782609,0.3118279569892473,0.10588235294117647,0.03208556149732621,0.10888671875
gsm8k-train-test-158-0,0.33620689655172414,0.4396551724137931,0.6695652173913044,0.8333333333333334,0.9203539823008849,0.33043478260869563,0.0,0.0603448275862069,0.06103515625
gsm8k-train-test-159-0,0.3173076923076923,0.47115384615384615,0.7378640776699029,0.8627450980392157,0.9207920792079208,0.27184466019417475,0.0,0.057692307692307696,0.049072265625
